longitude,latitude,updated_type,updated_subtype,count
-87.7,41.9,Jam,Heavy Traffic,316
-87.76,42.0,Jam,Heavy Traffic,314
-87.66,42.0,Hazard,Hazard - Road,314
-87.65,41.94,Road Closed,Unclassified,314
-87.67,41.88,Jam,Unclassified,313
-87.71,41.99,Jam,Standstill Traffic,312
-87.71,41.95,Hazard,Hazard - Road,312
-87.62,41.89,Jam,Unclassified,311
-87.74,41.95,Jam,Heavy Traffic,311
-87.66,41.89,Jam,Unclassified,311
-87.74,41.81,Jam,Standstill Traffic,310
-87.63,41.75,Hazard,Hazard - Road,309
-87.64,41.89,Jam,Unclassified,307
-87.63,41.81,Accident,Unclassified,307
-87.56,41.73,Hazard,Hazard - Shoulder,307
-87.69,41.97,Hazard,Hazard - Road,306
-87.7,41.95,Jam,Standstill Traffic,305
-87.78,42.0,Jam,Standstill Traffic,304
-87.79,42.0,Jam,Standstill Traffic,304
-87.58,41.65,Hazard,Hazard - Road,304
-87.66,41.84,Jam,Unclassified,303
-87.65,41.97,Jam,Heavy Traffic,303
-87.67,41.97,Jam,Heavy Traffic,302
-87.65,41.98,Jam,Heavy Traffic,302
-87.58,41.75,Hazard,Hazard - Shoulder,299
-87.66,41.92,Hazard,Hazard - Road,299
-87.65,41.87,Jam,Unclassified,299
-87.74,41.79,Jam,Standstill Traffic,299
-87.79,42.0,Jam,Heavy Traffic,297
-87.7,41.99,Jam,Heavy Traffic,295
-87.59,41.77,Hazard,Hazard - Road,295
-87.8,41.98,Hazard,Hazard - Road,295
-87.64,41.88,Jam,Unclassified,294
-87.62,41.88,Road Closed,Event,291
-87.63,41.91,Jam,Unclassified,290
-87.72,41.94,Jam,Unclassified,288
-87.74,41.97,Jam,Standstill Traffic,286
-87.67,41.89,Hazard,Hazard - Road,286
-87.59,41.7,Hazard,Hazard - Road,285
-87.61,41.77,Hazard,Hazard - Road,285
-87.58,41.78,Hazard,Hazard - Road,283
-87.7,41.9,Hazard,Hazard - Road,283
-87.74,41.81,Hazard,Hazard - Road,283
-87.71,41.99,Hazard,Hazard - Road,282
-87.74,41.8,Hazard,Hazard - Road,282
-87.68,41.94,Jam,Heavy Traffic,282
-87.66,42.0,Jam,Standstill Traffic,282
-87.72,41.98,Jam,Heavy Traffic,282
-87.67,41.96,Hazard,Hazard - Road,281
-87.67,41.9,Jam,Standstill Traffic,281
-87.63,41.94,Hazard,Hazard - Shoulder,281
-87.63,41.87,Hazard,Hazard - Road,280
-87.69,41.94,Jam,Standstill Traffic,280
-87.73,41.97,Jam,Standstill Traffic,280
-87.7,41.88,Jam,Standstill Traffic,279
-87.75,41.97,Accident,Unclassified,279
-87.66,41.93,Jam,Standstill Traffic,279
-87.69,41.89,Hazard,Hazard - Road,278
-87.68,42.0,Jam,Heavy Traffic,278
-87.75,41.9,Hazard,Hazard - Road,278
-87.67,41.98,Jam,Heavy Traffic,277
-87.75,41.9,Jam,Heavy Traffic,277
-87.62,41.74,Hazard,Hazard - Road,277
-87.71,41.83,Jam,Standstill Traffic,277
-87.82,41.99,Hazard,Unclassified,276
-87.75,41.82,Jam,Heavy Traffic,276
-87.79,41.78,Hazard,Hazard - Road,275
-87.67,41.89,Jam,Standstill Traffic,274
-87.63,41.88,Jam,Unclassified,274
-87.67,41.97,Jam,Standstill Traffic,274
-87.65,41.96,Hazard,Hazard - Shoulder,271
-87.78,41.87,Jam,Standstill Traffic,271
-87.68,41.99,Jam,Standstill Traffic,270
-87.65,41.92,Jam,Heavy Traffic,269
-87.64,41.94,Jam,Unclassified,269
-87.64,41.92,Jam,Heavy Traffic,269
-87.69,41.96,Hazard,Hazard - Road,269
-87.7,41.99,Hazard,Hazard - Road,268
-87.63,41.84,Accident,Unclassified,268
-87.63,41.82,Jam,Unclassified,267
-87.64,41.92,Jam,Standstill Traffic,266
-87.58,41.79,Hazard,Hazard - Shoulder,265
-87.73,41.94,Jam,Standstill Traffic,264
-87.81,42.0,Jam,Standstill Traffic,264
-87.75,41.95,Hazard,Hazard - Road,264
-87.77,42.0,Jam,Heavy Traffic,264
-87.6,41.67,Hazard,Hazard - Road,263
-87.63,41.81,Jam,Unclassified,263
-87.66,41.98,Jam,Unclassified,263
-87.72,41.82,Jam,Unclassified,262
-87.88,41.96,Hazard,Hazard - Shoulder,261
-87.63,41.9,Jam,Unclassified,261
-87.62,41.72,Jam,Unclassified,260
-87.67,41.96,Jam,Heavy Traffic,259
-87.68,41.94,Jam,Standstill Traffic,259
-87.64,41.87,Road Closed,Unclassified,257
-87.71,41.83,Jam,Unclassified,257
-87.63,41.76,Jam,Unclassified,255
-87.74,41.95,Hazard,Hazard - Road,255
-87.58,41.79,Hazard,Hazard - Road,254
-87.65,41.89,Road Closed,Unclassified,254
-87.63,41.87,Jam,Heavy Traffic,253
-87.7,41.87,Hazard,Hazard - Road,252
-87.69,41.9,Jam,Heavy Traffic,252
-87.62,41.73,Jam,Unclassified,252
-87.7,41.99,Jam,Standstill Traffic,251
-87.69,41.95,Hazard,Hazard - Road,250
-87.7,41.96,Road Closed,Unclassified,250
-87.61,41.89,Jam,Unclassified,250
-87.82,41.98,Jam,Unclassified,249
-87.67,41.87,Hazard,Hazard - Road,249
-87.72,41.98,Jam,Standstill Traffic,247
-87.63,41.78,Jam,Unclassified,247
-87.73,41.87,Jam,Unclassified,247
-87.73,41.94,Jam,Heavy Traffic,246
-87.69,41.99,Jam,Standstill Traffic,246
-87.71,41.95,Jam,Unclassified,246
-87.68,41.88,Road Closed,Unclassified,245
-87.72,41.83,Jam,Heavy Traffic,244
-87.8,41.8,Hazard,Hazard - Shoulder,244
-87.65,41.9,Hazard,Hazard - Road,244
-87.77,41.99,Jam,Standstill Traffic,243
-87.63,41.79,Accident,Unclassified,243
-87.75,41.99,Jam,Unclassified,242
-87.63,41.88,Hazard,Hazard - Shoulder,242
-87.65,41.85,Jam,Unclassified,242
-87.78,41.87,Jam,Heavy Traffic,241
-87.6,41.71,Jam,Standstill Traffic,241
-87.65,41.92,Jam,Standstill Traffic,241
-87.65,41.95,Hazard,Hazard - Road,240
-87.77,42.0,Hazard,Hazard - Road,240
-87.78,42.0,Jam,Heavy Traffic,240
-87.63,41.79,Jam,Unclassified,240
-87.71,41.97,Hazard,Hazard - Road,240
-87.68,41.87,Jam,Heavy Traffic,239
-87.7,41.98,Hazard,Hazard - Road,239
-87.7,41.95,Hazard,Hazard - Road,239
-87.59,41.72,Hazard,Hazard - Shoulder,238
-87.67,41.92,Accident,Unclassified,238
-87.58,41.8,Hazard,Hazard - Shoulder,238
-87.58,41.71,Hazard,Hazard - Shoulder,237
-87.67,42.0,Jam,Heavy Traffic,237
-87.72,41.96,Jam,Heavy Traffic,236
-87.62,41.88,Accident,Unclassified,236
-87.71,41.96,Hazard,Hazard - Road,236
-87.69,41.89,Jam,Heavy Traffic,236
-87.68,41.77,Hazard,Hazard - Road,236
-87.64,41.9,Hazard,Hazard - Road,236
-87.71,41.87,Jam,Unclassified,235
-87.74,41.79,Jam,Heavy Traffic,235
-87.59,41.7,Jam,Standstill Traffic,235
-87.62,41.77,Hazard,Hazard - Shoulder,234
-87.62,41.87,Road Closed,Event,233
-87.65,41.91,Jam,Unclassified,233
-87.69,41.84,Jam,Heavy Traffic,233
-87.61,41.71,Jam,Standstill Traffic,232
-87.65,41.84,Jam,Heavy Traffic,232
-87.73,41.85,Hazard,Hazard - Road,232
-87.62,41.89,Hazard,Hazard - Shoulder,230
-87.68,42.01,Jam,Heavy Traffic,229
-87.69,41.88,Jam,Unclassified,229
-87.62,41.87,Accident,Unclassified,228
-87.72,41.9,Jam,Heavy Traffic,228
-87.62,41.75,Jam,Heavy Traffic,228
-87.6,41.7,Jam,Heavy Traffic,227
-87.76,41.92,Jam,Heavy Traffic,227
-87.63,41.74,Jam,Standstill Traffic,226
-87.7,41.96,Hazard,Hazard - Road,226
-87.74,41.78,Hazard,Hazard - Road,225
-87.64,41.87,Accident,Major Accident,225
-87.73,41.97,Jam,Heavy Traffic,225
-87.59,41.81,Hazard,Hazard - Road,224
-87.67,41.84,Jam,Unclassified,224
-87.67,41.93,Jam,Unclassified,223
-87.7,41.83,Jam,Unclassified,223
-87.72,41.81,Hazard,Hazard - Road,222
-87.77,41.99,Jam,Heavy Traffic,222
-87.67,41.9,Hazard,Hazard - Road,222
-87.61,41.71,Jam,Unclassified,221
-87.58,41.66,Hazard,Hazard - Road,221
-87.73,41.98,Jam,Heavy Traffic,220
-87.73,41.96,Jam,Unclassified,219
-87.75,41.95,Jam,Standstill Traffic,218
-87.65,41.9,Jam,Unclassified,218
-87.63,41.77,Jam,Unclassified,218
-87.73,41.97,Hazard,Hazard - Road,218
-87.65,41.93,Hazard,Hazard - Road,216
-87.71,42.0,Jam,Heavy Traffic,216
-87.67,42.01,Hazard,Hazard - Road,216
-87.68,41.82,Jam,Heavy Traffic,216
-87.73,41.92,Hazard,Hazard - Road,216
-87.59,41.81,Hazard,Hazard - Shoulder,215
-87.75,41.93,Hazard,Hazard - Road,215
-87.66,41.97,Jam,Heavy Traffic,215
-87.69,41.96,Road Closed,Unclassified,214
-87.74,41.87,Jam,Unclassified,214
-87.68,41.91,Jam,Heavy Traffic,213
-87.69,41.9,Hazard,Hazard - Road,213
-87.67,41.94,Jam,Unclassified,210
-87.71,41.94,Accident,Unclassified,210
-87.62,41.74,Jam,Standstill Traffic,209
-87.74,41.96,Accident,Unclassified,209
-87.77,41.92,Hazard,Hazard - Road,209
-87.66,41.88,Jam,Unclassified,209
-87.68,41.95,Hazard,Hazard - Road,208
-87.63,41.92,Jam,Standstill Traffic,208
-87.71,41.98,Hazard,Hazard - Road,207
-87.71,41.85,Hazard,Hazard - Road,205
-87.66,41.88,Accident,Unclassified,205
-87.8,41.78,Hazard,Hazard - Road,205
-87.62,41.86,Jam,Unclassified,204
-87.69,41.93,Accident,Unclassified,203
-87.76,41.87,Jam,Unclassified,203
-87.63,41.78,Accident,Unclassified,203
-87.75,41.82,Jam,Standstill Traffic,202
-87.65,41.71,Hazard,Hazard - Road,202
-87.79,41.98,Accident,Unclassified,202
-87.73,41.94,Hazard,Hazard - Road,201
-87.6,41.83,Hazard,Hazard - Shoulder,201
-87.73,41.9,Jam,Heavy Traffic,201
-87.8,41.79,Hazard,Hazard - Road,200
-87.69,41.98,Jam,Unclassified,200
-87.65,41.84,Hazard,Hazard - Road,200
-87.76,41.96,Jam,Heavy Traffic,200
-87.71,41.92,Hazard,Hazard - Road,200
-87.65,41.93,Jam,Unclassified,200
-87.63,41.72,Jam,Heavy Traffic,199
-87.72,41.87,Jam,Unclassified,199
-87.67,41.86,Hazard,Hazard - Road,199
-87.62,41.71,Jam,Unclassified,199
-87.63,41.82,Accident,Unclassified,199
-87.65,41.92,Hazard,Hazard - Road,199
-87.62,41.75,Hazard,Hazard - Road,198
-87.64,41.93,Hazard,Hazard - Road,198
-87.76,41.92,Hazard,Hazard - Road,198
-87.64,41.89,Road Closed,Unclassified,197
-87.69,41.91,Jam,Standstill Traffic,197
-87.63,41.8,Jam,Unclassified,196
-87.59,41.66,Hazard,Flood,196
-87.62,41.71,Hazard,Hazard - Road,196
-87.72,41.95,Accident,Unclassified,196
-87.58,41.72,Hazard,Hazard - Shoulder,196
-87.66,41.92,Jam,Unclassified,196
-87.67,41.88,Accident,Unclassified,195
-87.63,41.83,Accident,Unclassified,193
-87.72,41.96,Jam,Standstill Traffic,193
-87.69,41.89,Jam,Standstill Traffic,193
-87.66,41.94,Jam,Standstill Traffic,192
-87.78,41.98,Accident,Unclassified,192
-87.59,41.75,Hazard,Hazard - Road,192
-87.65,41.86,Hazard,Hazard - Road,192
-87.65,41.88,Accident,Major Accident,192
-87.6,41.67,Jam,Heavy Traffic,192
-87.67,42.02,Hazard,Hazard - Road,192
-87.81,42.0,Jam,Heavy Traffic,191
-87.59,41.71,Jam,Standstill Traffic,191
-87.74,41.82,Accident,Unclassified,191
-87.71,41.99,Jam,Unclassified,190
-87.63,41.91,Accident,Unclassified,190
-87.69,41.87,Hazard,Hazard - Road,190
-87.63,41.85,Accident,Unclassified,188
-87.76,41.97,Accident,Unclassified,188
-87.68,41.88,Jam,Unclassified,188
-87.68,41.84,Jam,Unclassified,188
-87.65,41.97,Hazard,Hazard - Shoulder,188
-87.63,41.76,Accident,Unclassified,188
-87.62,41.77,Hazard,Hazard - Road,187
-87.65,41.95,Jam,Unclassified,187
-87.69,41.94,Hazard,Hazard - Road,187
-87.73,41.87,Accident,Unclassified,187
-87.67,41.96,Jam,Standstill Traffic,186
-87.62,41.85,Jam,Unclassified,186
-87.6,41.82,Hazard,Hazard - Road,185
-87.68,41.89,Jam,Heavy Traffic,185
-87.66,41.93,Hazard,Hazard - Road,185
-87.66,41.95,Jam,Unclassified,185
-87.75,41.87,Jam,Unclassified,184
-87.63,41.86,Hazard,Hazard - Road,184
-87.74,41.98,Hazard,Hazard - Road,182
-87.71,41.93,Jam,Unclassified,182
-87.8,41.95,Jam,Heavy Traffic,182
-87.66,41.97,Jam,Standstill Traffic,181
-87.75,41.98,Accident,Unclassified,181
-87.69,42.01,Jam,Heavy Traffic,181
-87.68,41.9,Hazard,Hazard - Road,180
-87.69,41.99,Hazard,Hazard - Road,180
-87.6,41.69,Jam,Unclassified,180
-87.7,41.96,Jam,Standstill Traffic,179
-87.8,41.78,Jam,Standstill Traffic,179
-87.69,41.86,Hazard,Hazard - Road,179
-87.68,41.97,Jam,Heavy Traffic,179
-87.68,41.9,Jam,Heavy Traffic,179
-87.7,41.85,Road Closed,Unclassified,178
-87.66,41.8,Hazard,Hazard - Road,178
-87.68,41.89,Jam,Standstill Traffic,178
-87.68,41.98,Jam,Heavy Traffic,178
-87.63,41.8,Accident,Unclassified,178
-87.68,41.98,Hazard,Hazard - Road,177
-87.63,41.75,Jam,Unclassified,176
-87.8,41.79,Jam,Heavy Traffic,175
-87.76,41.87,Accident,Unclassified,174
-87.69,41.89,Road Closed,Unclassified,174
-87.69,41.84,Jam,Standstill Traffic,174
-87.75,42.0,Hazard,Hazard - Road,174
-87.77,41.96,Hazard,Hazard - Road,173
-87.69,42.0,Jam,Heavy Traffic,173
-87.67,41.95,Jam,Unclassified,172
-87.76,42.0,Hazard,Hazard - Road,172
-87.6,41.71,Jam,Unclassified,172
-87.68,41.99,Hazard,Hazard - Road,171
-87.73,41.95,Accident,Unclassified,171
-87.78,41.92,Hazard,Hazard - Road,171
-87.65,41.94,Jam,Unclassified,170
-87.74,41.8,Jam,Standstill Traffic,170
-87.88,41.99,Hazard,Hazard - Road,170
-87.58,41.72,Jam,Heavy Traffic,170
-87.67,41.98,Jam,Standstill Traffic,170
-87.68,41.97,Hazard,Hazard - Road,170
-87.66,41.95,Hazard,Hazard - Road,170
-87.74,41.8,Jam,Heavy Traffic,169
-87.66,41.91,Accident,Unclassified,169
-87.71,41.96,Jam,Standstill Traffic,169
-87.63,41.93,Jam,Unclassified,168
-87.67,41.91,Accident,Unclassified,168
-87.68,41.96,Jam,Standstill Traffic,168
-87.69,41.91,Jam,Heavy Traffic,168
-87.6,41.76,Hazard,Hazard - Road,168
-87.69,41.95,Jam,Unclassified,168
-87.72,41.87,Accident,Unclassified,167
-87.69,41.84,Hazard,Hazard - Shoulder,167
-87.76,41.98,Jam,Unclassified,167
-87.68,41.91,Hazard,Hazard - Road,167
-87.72,41.93,Hazard,Hazard - Road,166
-87.9,41.98,Jam,Standstill Traffic,166
-87.66,41.69,Hazard,Hazard - Road,166
-87.9,41.98,Hazard,Hazard - Shoulder,165
-87.66,41.69,Hazard,Hazard - Shoulder,165
-87.63,41.71,Hazard,Hazard - Shoulder,164
-87.73,41.97,Road Closed,Unclassified,164
-87.66,41.84,Accident,Unclassified,164
-87.68,41.96,Jam,Heavy Traffic,164
-87.66,41.94,Jam,Heavy Traffic,164
-87.76,41.96,Jam,Standstill Traffic,163
-87.65,41.87,Accident,Unclassified,163
-87.57,41.78,Hazard,Hazard - Road,162
-87.76,41.79,Jam,Standstill Traffic,162
-87.68,42.01,Hazard,Hazard - Road,162
-87.59,41.66,Jam,Standstill Traffic,162
-87.77,41.95,Hazard,Hazard - Road,161
-87.75,41.82,Hazard,Hazard - Road,161
-87.64,41.86,Accident,Major Accident,161
-87.76,41.92,Jam,Standstill Traffic,161
-87.59,41.72,Hazard,Hazard - Road,161
-87.72,41.96,Hazard,Hazard - Road,161
-87.64,41.9,Jam,Unclassified,160
-87.63,41.94,Jam,Heavy Traffic,160
-87.75,41.89,Hazard,Hazard - Road,160
-87.75,41.88,Hazard,Hazard - Road,160
-87.68,41.92,Accident,Unclassified,160
-87.71,41.87,Accident,Unclassified,159
-87.65,41.79,Hazard,Hazard - Road,159
-87.69,41.86,Jam,Heavy Traffic,159
-87.69,41.85,Hazard,Hazard - Road,159
-87.6,41.7,Hazard,Hazard - Road,159
-87.76,41.89,Hazard,Hazard - Road,159
-87.74,41.78,Jam,Heavy Traffic,159
-87.89,41.98,Hazard,Hazard - Road,159
-87.66,41.86,Hazard,Hazard - Road,159
-87.75,41.96,Road Closed,Unclassified,159
-87.68,41.83,Hazard,Hazard - Road,158
-87.58,41.72,Jam,Standstill Traffic,158
-87.64,41.92,Hazard,Hazard - Road,158
-87.66,41.99,Road Closed,Unclassified,158
-87.62,41.73,Accident,Unclassified,158
-87.74,41.79,Jam,Unclassified,158
-87.57,41.74,Hazard,Hazard - Road,157
-87.7,41.87,Jam,Heavy Traffic,157
-87.64,41.85,Accident,Major Accident,157
-87.61,41.83,Hazard,Hazard - Road,156
-87.81,41.98,Hazard,Unclassified,156
-87.58,41.75,Hazard,Hazard - Road,156
-87.63,41.77,Accident,Unclassified,155
-87.58,41.65,Jam,Heavy Traffic,155
-87.64,41.95,Jam,Unclassified,155
-87.68,41.96,Hazard,Hazard - Road,155
-87.65,41.85,Accident,Unclassified,155
-87.72,41.99,Hazard,Hazard - Road,155
-87.61,41.88,Jam,Standstill Traffic,154
-87.61,41.77,Road Closed,Unclassified,153
-87.66,41.96,Jam,Standstill Traffic,153
-87.7,41.89,Jam,Heavy Traffic,153
-87.75,41.87,Accident,Unclassified,152
-87.79,41.95,Jam,Heavy Traffic,152
-87.68,41.82,Hazard,Hazard - Road,152
-87.74,41.79,Hazard,Hazard - Shoulder,152
-87.68,41.76,Hazard,Hazard - Road,152
-87.61,41.89,Accident,Unclassified,152
-87.7,41.98,Jam,Heavy Traffic,152
-87.66,41.89,Road Closed,Unclassified,151
-87.7,41.93,Accident,Unclassified,151
-87.57,41.77,Hazard,Hazard - Road,151
-87.67,41.85,Hazard,Hazard - Road,150
-87.62,41.86,Accident,Unclassified,150
-87.72,41.85,Hazard,Hazard - Road,150
-87.72,41.81,Jam,Heavy Traffic,149
-87.68,41.97,Jam,Standstill Traffic,149
-87.71,42.0,Jam,Standstill Traffic,149
-87.72,41.79,Hazard,Hazard - Road,149
-87.84,41.98,Jam,Unclassified,149
-87.7,41.86,Jam,Heavy Traffic,148
-87.66,42.0,Jam,Unclassified,148
-87.71,41.9,Jam,Heavy Traffic,148
-87.8,41.98,Accident,Unclassified,148
-87.68,41.79,Hazard,Hazard - Road,147
-87.68,41.9,Jam,Standstill Traffic,147
-87.62,41.89,Accident,Unclassified,147
-87.71,41.98,Jam,Unclassified,147
-87.67,41.99,Jam,Unclassified,146
-87.67,41.97,Jam,Unclassified,146
-87.66,41.93,Jam,Unclassified,146
-87.67,41.88,Road Closed,Unclassified,146
-87.89,41.98,Hazard,Hazard - Shoulder,146
-87.7,41.89,Jam,Standstill Traffic,145
-87.7,41.88,Jam,Unclassified,145
-87.67,41.87,Jam,Heavy Traffic,145
-87.66,41.98,Road Closed,Unclassified,145
-87.65,41.89,Accident,Major Accident,145
-87.65,41.96,Jam,Unclassified,145
-87.63,41.87,Jam,Unclassified,144
-87.88,41.98,Hazard,Hazard - Road,144
-87.67,41.87,Jam,Standstill Traffic,144
-87.74,41.87,Accident,Unclassified,144
-87.7,41.95,Jam,Unclassified,144
-87.82,42.0,Hazard,Hazard - Road,144
-87.63,41.81,Accident,Major Accident,143
-87.76,41.99,Jam,Standstill Traffic,143
-87.73,41.91,Jam,Heavy Traffic,143
-87.7,42.01,Jam,Heavy Traffic,142
-87.67,41.9,Jam,Unclassified,142
-87.76,41.96,Hazard,Hazard - Road,142
-87.8,41.79,Jam,Standstill Traffic,142
-87.64,41.72,Hazard,Hazard - Road,142
-87.63,41.92,Jam,Unclassified,141
-87.71,41.88,Hazard,Hazard - Road,140
-87.64,41.94,Road Closed,Unclassified,140
-87.69,41.94,Jam,Unclassified,139
-87.68,41.94,Hazard,Hazard - Road,139
-87.61,41.89,Road Closed,Unclassified,139
-87.74,41.85,Hazard,Hazard - Road,139
-87.66,41.94,Hazard,Hazard - Road,139
-87.79,41.92,Hazard,Hazard - Road,139
-87.68,41.95,Jam,Unclassified,139
-87.63,41.72,Hazard,Hazard - Road,139
-87.64,41.79,Hazard,Hazard - Road,139
-87.73,41.92,Jam,Heavy Traffic,138
-87.6,41.68,Jam,Standstill Traffic,138
-87.61,41.71,Accident,Unclassified,138
-87.72,41.92,Hazard,Hazard - Road,138
-87.79,41.97,Hazard,Hazard - Road,137
-87.69,41.92,Jam,Unclassified,137
-87.7,41.92,Jam,Unclassified,137
-87.83,41.98,Jam,Unclassified,137
-87.68,41.77,Road Closed,Unclassified,137
-87.72,41.9,Hazard,Hazard - Road,137
-87.59,41.71,Jam,Unclassified,137
-87.63,41.94,Hazard,Hazard - Road,137
-87.59,41.79,Hazard,Hazard - Road,137
-87.7,41.97,Hazard,Hazard - Road,137
-87.59,41.78,Hazard,Hazard - Road,137
-87.68,42.0,Jam,Standstill Traffic,137
-87.76,41.78,Hazard,Hazard - Road,137
-87.68,41.83,Jam,Heavy Traffic,136
-87.59,41.76,Hazard,Hazard - Road,136
-87.64,41.93,Jam,Unclassified,136
-87.69,41.97,Jam,Unclassified,136
-87.71,41.97,Jam,Unclassified,136
-87.67,42.0,Jam,Standstill Traffic,136
-87.68,41.88,Accident,Unclassified,135
-87.63,41.72,Jam,Standstill Traffic,135
-87.7,41.83,Accident,Unclassified,135
-87.63,41.78,Accident,Major Accident,135
-87.7,41.87,Jam,Standstill Traffic,135
-87.65,41.97,Jam,Unclassified,134
-87.7,41.85,Hazard,Hazard - Road,134
-87.63,41.89,Accident,Unclassified,134
-87.58,41.72,Hazard,Hazard - Road,134
-87.66,41.97,Jam,Unclassified,133
-87.66,42.0,Hazard,Hazard - Shoulder,133
-87.63,41.89,Road Closed,Unclassified,133
-87.77,42.0,Jam,Unclassified,133
-87.75,41.97,Road Closed,Unclassified,133
-87.59,41.7,Jam,Unclassified,133
-87.65,41.84,Jam,Standstill Traffic,132
-87.64,41.88,Accident,Unclassified,132
-87.69,41.86,Jam,Standstill Traffic,131
-87.72,41.83,Jam,Standstill Traffic,131
-87.6,41.7,Jam,Standstill Traffic,130
-87.9,41.98,Hazard,Hazard - Road,130
-87.69,42.01,Hazard,Hazard - Road,130
-87.74,41.78,Jam,Standstill Traffic,130
-87.7,41.97,Jam,Heavy Traffic,130
-87.7,41.89,Hazard,Hazard - Road,130
-87.68,41.87,Jam,Standstill Traffic,130
-87.79,41.99,Jam,Standstill Traffic,129
-87.62,41.91,Hazard,Hazard - Shoulder,129
-87.65,41.93,Road Closed,Unclassified,129
-87.58,41.8,Jam,Standstill Traffic,128
-87.77,41.87,Accident,Unclassified,128
-87.74,41.97,Jam,Unclassified,128
-87.64,41.89,Accident,Unclassified,128
-87.72,41.93,Jam,Standstill Traffic,128
-87.75,41.95,Jam,Unclassified,127
-87.69,41.9,Jam,Standstill Traffic,127
-87.79,41.97,Jam,Heavy Traffic,127
-87.81,41.99,Hazard,Unclassified,127
-87.62,41.89,Road Closed,Unclassified,127
-87.58,41.8,Hazard,Hazard - Road,126
-87.69,41.88,Accident,Unclassified,126
-87.73,41.85,Jam,Standstill Traffic,126
-87.7,41.9,Jam,Standstill Traffic,125
-87.7,41.84,Jam,Standstill Traffic,125
-87.72,41.88,Jam,Heavy Traffic,125
-87.64,41.91,Jam,Standstill Traffic,124
-87.85,41.97,Hazard,Hazard - Road,124
-87.8,41.78,Jam,Heavy Traffic,124
-87.76,42.0,Jam,Unclassified,124
-87.62,41.74,Jam,Unclassified,124
-87.64,41.71,Hazard,Hazard - Road,123
-87.66,41.88,Accident,Major Accident,123
-87.68,41.91,Jam,Unclassified,123
-87.73,41.99,Jam,Heavy Traffic,123
-87.72,41.8,Hazard,Hazard - Road,123
-87.62,41.76,Hazard,Hazard - Road,123
-87.6,41.68,Jam,Unclassified,123
-87.69,41.83,Jam,Unclassified,123
-87.62,41.79,Hazard,Hazard - Road,123
-87.75,41.96,Accident,Unclassified,123
-87.61,41.84,Jam,Standstill Traffic,122
-87.85,41.98,Hazard,Hazard - Shoulder,122
-87.62,41.9,Road Closed,Unclassified,122
-87.79,41.97,Jam,Standstill Traffic,122
-87.67,41.83,Hazard,Hazard - Road,122
-87.68,41.89,Hazard,Hazard - Road,122
-87.74,41.75,Hazard,Hazard - Road,121
-87.81,41.97,Hazard,Unclassified,121
-87.72,41.93,Jam,Heavy Traffic,121
-87.84,41.95,Jam,Heavy Traffic,121
-87.66,41.96,Jam,Heavy Traffic,121
-87.77,41.97,Accident,Unclassified,120
-87.61,41.88,Hazard,Hazard - Shoulder,120
-87.66,41.99,Accident,Unclassified,120
-87.81,41.93,Jam,Standstill Traffic,120
-87.73,41.99,Hazard,Hazard - Road,120
-87.64,41.72,Jam,Heavy Traffic,120
-87.67,41.89,Jam,Unclassified,120
-87.63,41.86,Jam,Standstill Traffic,119
-87.58,41.78,Hazard,Hazard - Shoulder,119
-87.72,41.97,Jam,Standstill Traffic,119
-87.68,41.94,Road Closed,Unclassified,119
-87.63,41.84,Road Closed,Unclassified,119
-87.73,42.0,Hazard,Hazard - Road,119
-87.63,41.84,Accident,Major Accident,119
-87.68,41.78,Hazard,Hazard - Road,119
-87.63,41.88,Road Closed,Unclassified,119
-87.63,41.74,Jam,Unclassified,119
-87.65,41.92,Jam,Unclassified,118
-87.68,42.01,Jam,Standstill Traffic,118
-87.89,41.96,Hazard,Hazard - Shoulder,118
-87.74,41.94,Hazard,Hazard - Road,118
-87.73,41.85,Jam,Heavy Traffic,118
-87.74,41.95,Jam,Unclassified,118
-87.58,41.71,Hazard,Hazard - Road,118
-87.74,41.91,Hazard,Hazard - Road,118
-87.81,41.99,Hazard,Hazard - Road,117
-87.59,41.66,Jam,Unclassified,117
-87.64,41.94,Road Closed,Event,116
-87.69,41.96,Jam,Unclassified,116
-87.72,42.0,Jam,Heavy Traffic,116
-87.77,41.92,Jam,Heavy Traffic,116
-87.68,41.99,Jam,Unclassified,116
-87.64,41.74,Hazard,Hazard - Road,116
-87.76,41.79,Jam,Heavy Traffic,115
-87.62,41.72,Accident,Unclassified,115
-87.73,41.93,Jam,Heavy Traffic,115
-87.61,41.85,Jam,Unclassified,115
-87.82,41.98,Hazard,Unclassified,115
-87.7,42.0,Jam,Heavy Traffic,115
-87.58,41.8,Jam,Heavy Traffic,114
-87.73,41.98,Jam,Standstill Traffic,114
-87.74,41.88,Hazard,Hazard - Road,114
-87.8,41.95,Jam,Standstill Traffic,114
-87.62,41.71,Jam,Standstill Traffic,114
-87.59,41.66,Accident,Unclassified,113
-87.66,41.95,Road Closed,Unclassified,113
-87.62,41.78,Hazard,Hazard - Road,113
-87.89,41.98,Jam,Standstill Traffic,113
-87.71,41.92,Jam,Heavy Traffic,113
-87.79,41.95,Jam,Standstill Traffic,113
-87.73,41.9,Hazard,Hazard - Road,113
-87.74,41.81,Jam,Unclassified,113
-87.69,41.87,Jam,Heavy Traffic,113
-87.84,41.96,Hazard,Hazard - Road,112
-87.78,41.95,Hazard,Hazard - Road,112
